Away Team Goals,Away Team Name,Home Team Goals,Home Team Name,Year,Home Avg Goals,Away Avg Goals,Home FIFA Points,Away FIFA Points
1.0,Mexico,4.0,France,1930.0,0.0,0.0,1166.0,1008.0
1.0,Spain,0.0,Portugal,1930.0,0.0,0.0,1306.0,1162.0
3.0,Poland,0.0,Sweden,1930.0,0.0,0.0,889.0,1118.0
2.0,Sweden,2.0,Belgium,1930.0,0.0,0.0,1346.0,889.0
3.0,Germany,6.0,Denmark,1930.0,0.0,0.0,1054.0,1533.0
2.0,France,3.0,Brazil,1930.0,0.0,0.0,1384.0,1166.0
2.0,Argentina,4.0,Uruguay,1930.0,0.0,0.0,976.0,1254.0
3.0,Mexico,6.0,Argentina,1930.0,0.0,0.0,1254.0,1008.0
0.0,Peru,1.0,Uruguay,1930.0,0.0,0.0,976.0,1106.0
2.0,Belgium,2.0,France,1930.0,0.0,0.0,1166.0,1346.0
0.0,France,1.0,Argentina,1930.0,0.0,0.0,1254.0,1166.0
1.0,Sweden,6.0,Denmark,1930.0,0.0,0.0,1054.0,889.0
0.0,Switzerland,1.0,Sweden,1930.0,0.0,0.0,889.0,1179.0
1.0,Portugal,2.0,Belgium,1930.0,0.0,0.0,1346.0,1306.0
2.0,France,1.0,Belgium,1930.0,0.0,0.0,1346.0,1166.0
1.0,Uruguay,1.0,Argentina,1930.0,0.0,0.0,1254.0,976.0
3.0,England,3.0,Germany,1930.0,0.0,0.0,1533.0,1040.0
5.0,Germany,0.0,Switzerland,1930.0,0.0,0.0,1179.0,1533.0
6.0,Belgium,1.0,France,1930.0,0.0,0.0,1166.0,1346.0
1.0,Mexico,4.0,France,1930.0,0.0,0.0,1166.0,1008.0
3.0,Switzerland,3.0,France,1930.0,0.0,0.0,1166.0,1179.0
0.0,France,2.0,Portugal,1930.0,0.0,0.0,1306.0,1166.0
0.0,France,1.0,Argentina,1930.0,0.0,0.0,1254.0,1166.0
0.0,Peru,1.0,Uruguay,1930.0,0.0,0.0,976.0,1106.0
3.0,Mexico,6.0,Argentina,1930.0,0.0,0.0,1254.0,1008.0
2.0,Argentina,4.0,Uruguay,1930.0,0.0,0.0,976.0,1254.0
1.0,Spain,7.0,England,1931.0,0.0,0.0,1040.0,1162.0
1.0,Switzerland,2.0,Belgium,1931.0,0.0,0.0,1346.0,1179.0
1.0,Poland,2.0,Belgium,1931.0,0.0,0.0,1346.0,1118.0
2.0,Denmark,4.0,Germany,1931.0,0.0,0.0,1533.0,1054.0
0.0,Uruguay,2.0,Brazil,1931.0,0.0,0.0,1384.0,976.0
1.0,Denmark,3.0,Sweden,1931.0,0.0,0.0,889.0,1054.0
2.0,Belgium,3.0,Portugal,1931.0,0.0,0.0,1306.0,1346.0
4.0,England,1.0,Belgium,1931.0,0.0,0.0,1346.0,1040.0
2.0,England,5.0,France,1931.0,0.0,0.0,1166.0,1040.0
0.0,Germany,1.0,France,1931.0,0.0,0.0,1166.0,1533.0
0.0,Germany,0.0,Sweden,1931.0,0.0,0.0,889.0,1533.0
1.0,Belgium,3.0,Sweden,1932.0,0.0,0.0,889.0,1346.0
2.0,Brazil,1.0,Uruguay,1932.0,0.0,0.0,976.0,1384.0
1.0,Sweden,2.0,Switzerland,1932.0,0.0,0.0,1179.0,889.0
3.0,Sweden,4.0,Germany,1932.0,0.0,0.0,1533.0,889.0
1.0,Sweden,3.0,Denmark,1932.0,6.0,1.0,1054.0,889.0
4.0,Belgium,3.0,Denmark,1932.0,0.0,0.0,1054.0,1346.0
0.0,Sweden,2.0,Poland,1932.0,0.0,0.0,1118.0,889.0
0.0,Uruguay,2.0,Argentina,1932.0,1.0,1.0,1254.0,976.0
2.0,France,5.0,Belgium,1932.0,1.0,2.0,1346.0,1166.0
3.0,France,3.0,Switzerland,1932.0,0.0,0.0,1179.0,1166.0
0.0,Switzerland,2.0,Germany,1932.0,0.0,0.0,1533.0,1179.0
0.0,Argentina,1.0,Uruguay,1932.0,4.0,2.0,976.0,1254.0
3.0,France,3.0,Germany,1933.0,0.0,0.0,1533.0,1166.0
1.0,Argentina,2.0,Uruguay,1933.0,3.0,1.3333333333333333,976.0,1254.0
1.0,Uruguay,4.0,Argentina,1933.0,1.5,0.5,1254.0,976.0
3.0,Belgium,3.0,Switzerland,1933.0,0.0,0.0,1179.0,1346.0
0.0,Belgium,3.0,France,1933.0,1.5,4.0,1166.0,1346.0
4.0,England,0.0,Switzerland,1933.0,0.0,0.0,1179.0,1040.0
0.0,Spain,1.0,France,1933.0,0.0,0.0,1166.0,1162.0
0.0,Portugal,3.0,Spain,1933.0,0.0,0.0,1162.0,1306.0
1.0,Argentina,0.0,Uruguay,1933.0,3.0,1.3333333333333333,976.0,1254.0
0.0,Poland,1.0,Germany,1933.0,0.0,0.0,1533.0,1118.0
2.0,Denmark,2.0,Belgium,1933.0,0.0,0.0,1346.0,1054.0
1.0,France,4.0,England,1933.0,0.0,0.0,1040.0,1166.0
1.0,Belgium,8.0,Germany,1933.0,0.0,0.0,1533.0,1346.0
3.0,Denmark,2.0,Sweden,1933.0,3.0,1.0,889.0,1054.0
1.0,Belgium,0.0,Poland,1933.0,0.0,0.0,1118.0,1346.0
2.0,Germany,0.0,Switzerland,1933.0,0.0,5.0,1179.0,1533.0
2.0,Belgium,5.0,Germany,1934.0,8.0,1.0,1533.0,1346.0
5.0,Sweden,3.0,Denmark,1934.0,4.5,1.0,1054.0,889.0
1.0,Brazil,3.0,Spain,1934.0,0.0,0.0,1162.0,1384.0
1.0,Sweden,2.0,Germany,1934.0,4.0,3.0,1533.0,889.0
5.0,Germany,2.0,Denmark,1934.0,6.0,3.0,1054.0,1533.0
5.0,Germany,2.0,Poland,1934.0,0.0,0.0,1118.0,1533.0
2.0,Argentina,3.0,Sweden,1934.0,0.0,0.0,889.0,1254.0
2.0,Argentina,2.0,Uruguay,1934.0,2.2,1.2,976.0,1254.0
1.0,Sweden,2.0,Germany,1934.0,4.0,3.0,1533.0,889.0
0.0,Uruguay,1.0,Argentina,1934.0,2.333333333333333,0.6666666666666666,1254.0,976.0
5.0,Germany,2.0,Belgium,1934.0,0.0,0.0,1346.0,1533.0
3.0,Sweden,2.0,Argentina,1934.0,0.0,0.0,1254.0,889.0
2.0,Poland,4.0,Sweden,1934.0,0.0,3.0,889.0,1118.0
2.0,Poland,4.0,Denmark,1934.0,0.0,0.0,1054.0,1118.0
2.0,Spain,1.0,Portugal,1934.0,0.0,1.0,1306.0,1162.0
0.0,Portugal,9.0,Spain,1934.0,3.0,0.0,1162.0,1306.0
3.0,France,2.0,Belgium,1934.0,3.0,2.0,1346.0,1166.0
3.0,Spain,1.0,Brazil,1934.0,0.0,0.0,1384.0,1162.0
1.0,Switzerland,0.0,France,1934.0,3.0,3.0,1166.0,1179.0
0.0,Switzerland,4.0,Germany,1935.0,2.0,0.0,1533.0,1179.0
3.0,Uruguay,0.0,Argentina,1935.0,2.0,0.5,1254.0,976.0
0.0,France,2.0,Spain,1935.0,0.0,0.0,1162.0,1166.0
4.0,Argentina,1.0,Peru,1935.0,0.0,0.0,1106.0,1254.0
6.0,Germany,1.0,Belgium,1935.0,2.0,5.0,1346.0,1533.0
1.0,France,1.0,Belgium,1935.0,2.6666666666666665,2.333333333333333,1346.0,1166.0
0.0,Germany,3.0,England,1935.0,0.0,0.0,1040.0,1533.0
0.0,Poland,1.0,Germany,1935.0,1.0,0.0,1533.0,1118.0
0.0,Sweden,2.0,France,1935.0,0.0,0.0,1166.0,889.0
1.0,France,2.0,Switzerland,1935.0,3.0,3.0,1179.0,1166.0
0.0,Uruguay,3.0,Argentina,1935.0,2.0,0.5,1254.0,976.0
1.0,Argentina,1.0,Uruguay,1935.0,2.1666666666666665,1.3333333333333333,976.0,1254.0
1.0,Germany,3.0,Sweden,1935.0,0.0,0.0,889.0,1533.0
1.0,Denmark,3.0,Sweden,1935.0,2.5,2.0,889.0,1054.0
2.0,Spain,1.0,Germany,1935.0,0.0,0.0,1533.0,1162.0
3.0,Spain,3.0,Portugal,1935.0,0.5,1.5,1306.0,1162.0
1.0,Uruguay,0.0,Peru,1935.0,0.0,0.0,1106.0,976.0
1.0,Sweden,5.0,Belgium,1935.0,2.0,2.0,1346.0,889.0
3.0,Germany,1.0,France,1935.0,1.0,0.0,1166.0,1533.0
2.0,Switzerland,2.0,Belgium,1935.0,2.0,1.0,1346.0,1179.0
3.0,Sweden,4.0,Denmark,1936.0,4.0,2.333333333333333,1054.0,889.0
1.0,Argentina,2.0,Uruguay,1936.0,2.0,1.2857142857142858,976.0,1254.0
1.0,Germany,1.0,Poland,1936.0,2.0,5.0,1118.0,1533.0
0.0,Uruguay,1.0,Argentina,1936.0,1.8333333333333333,0.8333333333333334,1254.0,976.0
2.0,Switzerland,5.0,Sweden,1936.0,1.0,0.0,889.0,1179.0
1.0,Belgium,1.0,Switzerland,1936.0,3.0,3.0,1179.0,1346.0
2.0,England,3.0,Belgium,1936.0,1.0,4.0,1346.0,1040.0
2.0,Spain,0.0,Switzerland,1936.0,0.0,0.0,1179.0,1162.0
1.0,Poland,2.0,Denmark,1936.0,4.0,2.0,1054.0,1118.0
0.0,Belgium,3.0,France,1936.0,2.0,2.6666666666666665,1166.0,1346.0
2.0,Germany,1.0,Spain,1936.0,0.0,0.0,1162.0,1533.0
2.0,Poland,0.0,Belgium,1936.0,2.0,1.0,1346.0,1118.0
3.0,Germany,1.0,Portugal,1936.0,0.0,0.0,1306.0,1533.0
2.0,Peru,3.0,Brazil,1936.0,0.0,0.0,1384.0,1106.0
1.0,Denmark,3.0,Poland,1937.0,0.0,0.0,1118.0,1054.0
2.0,Denmark,1.0,Sweden,1937.0,2.6666666666666665,1.6666666666666667,889.0,1054.0
1.0,Sweden,3.0,Poland,1937.0,2.0,0.0,1118.0,889.0
4.0,England,0.0,Sweden,1937.0,0.0,0.0,889.0,1040.0
0.0,Denmark,8.0,Germany,1937.0,4.0,2.0,1533.0,1054.0
1.0,Germany,0.0,Switzerland,1937.0,0.0,3.5,1179.0,1533.0
1.0,France,3.0,Belgium,1937.0,2.25,2.0,1346.0,1166.0
1.0,Switzerland,2.0,France,1937.0,1.5,2.0,1166.0,1179.0
3.0,Argentina,0.0,Uruguay,1937.0,2.0,1.25,976.0,1254.0
1.0,Uruguay,5.0,Argentina,1937.0,1.7142857142857142,0.7142857142857143,1254.0,976.0
0.0,Sweden,5.0,Germany,1937.0,2.6666666666666665,1.6666666666666667,1533.0,889.0
2.0,Portugal,1.0,Spain,1937.0,6.0,0.0,1162.0,1306.0
0.0,Belgium,1.0,Germany,1937.0,6.5,1.5,1533.0,1346.0
2.0,Switzerland,1.0,Belgium,1937.0,2.0,1.5,1346.0,1179.0
0.0,Peru,1.0,Argentina,1937.0,0.0,0.0,1254.0,1106.0
0.0,Brazil,2.0,Argentina,1937.0,0.0,0.0,1254.0,1384.0
0.0,Brazil,1.0,Argentina,1937.0,0.0,0.0,1254.0,1384.0
3.0,Uruguay,2.0,Argentina,1937.0,1.7142857142857142,0.7142857142857143,1254.0,976.0
2.0,Uruguay,3.0,Brazil,1937.0,2.0,0.0,1384.0,976.0
4.0,Uruguay,2.0,Peru,1937.0,0.0,1.0,1106.0,976.0
0.0,France,4.0,Germany,1937.0,3.0,3.0,1533.0,1166.0
1.0,Portugal,1.0,Germany,1938.0,0.0,0.0,1533.0,1306.0
3.0,Poland,3.0,Switzerland,1938.0,0.0,0.0,1179.0,1118.0
3.0,Belgium,0.0,Switzerland,1938.0,2.0,2.0,1179.0,1346.0
1.0,England,2.0,Switzerland,1938.0,0.0,4.0,1179.0,1040.0
4.0,England,2.0,France,1938.0,5.0,2.0,1166.0,1040.0
1.0,Switzerland,1.0,Germany,1938.0,3.0,0.0,1533.0,1179.0
5.0,Poland,6.0,Brazil,1938.0,0.0,0.0,1384.0,1118.0
1.0,Switzerland,1.0,Germany,1938.0,3.0,0.0,1533.0,1179.0
6.0,England,3.0,Germany,1938.0,3.0,3.0,1533.0,1040.0
3.0,Belgium,5.0,France,1938.0,2.25,2.0,1166.0,1346.0
1.0,Belgium,3.0,France,1938.0,2.25,2.0,1166.0,1346.0
1.0,Germany,1.0,Switzerland,1938.0,0.0,2.6666666666666665,1179.0,1533.0
1.0,Belgium,3.0,France,1938.0,2.25,2.0,1166.0,1346.0
5.0,Poland,6.0,Brazil,1938.0,0.0,0.0,1384.0,1118.0
2.0,Germany,4.0,Switzerland,1938.0,0.0,2.6666666666666665,1179.0,1533.0
2.0,Sweden,4.0,Brazil,1938.0,0.0,0.0,1384.0,889.0
0.0,Spain,1.0,Portugal,1938.0,1.3333333333333333,2.0,1306.0,1162.0
4.0,Switzerland,2.0,Germany,1938.0,3.0,0.0,1533.0,1179.0
1.0,Portugal,2.0,Switzerland,1938.0,0.0,0.0,1179.0,1306.0
2.0,Sweden,4.0,Brazil,1938.0,0.0,0.0,1384.0,889.0
1.0,Sweden,0.0,Denmark,1938.0,4.0,2.5,1054.0,889.0
4.0,Peru,2.0,Colombia,1938.0,0.0,0.0,989.0,1106.0
1.0,Poland,4.0,Germany,1938.0,1.0,0.0,1533.0,1118.0
3.0,Argentina,2.0,Uruguay,1938.0,1.7777777777777777,1.4444444444444444,976.0,1254.0
0.0,Uruguay,1.0,Argentina,1938.0,2.1111111111111107,1.0,1254.0,976.0
0.0,Portugal,1.0,Switzerland,1938.0,0.0,0.0,1179.0,1306.0
1.0,Denmark,4.0,Sweden,1939.0,2.25,1.75,889.0,1054.0
2.0,Germany,0.0,Denmark,1939.0,4.0,4.0,1054.0,1533.0
1.0,Switzerland,1.0,Poland,1939.0,0.0,0.0,1118.0,1179.0
3.0,Belgium,3.0,Poland,1939.0,0.0,1.0,1118.0,1346.0
3.0,France,1.0,Belgium,1939.0,2.4,1.8,1346.0,1166.0
2.0,Switzerland,1.0,Belgium,1939.0,1.6666666666666667,1.6666666666666667,1346.0,1179.0
1.0,Uruguay,2.0,Peru,1939.0,1.0,2.5,1106.0,976.0
4.0,Germany,1.0,Belgium,1939.0,1.5,5.5,1346.0,1533.0
0.0,Poland,4.0,France,1939.0,0.0,0.0,1166.0,1118.0
2.0,Argentina,3.0,Brazil,1939.0,0.0,0.0,1384.0,1254.0
5.0,Argentina,1.0,Brazil,1939.0,0.0,0.0,1384.0,1254.0
4.0,Switzerland,2.0,Portugal,1939.0,0.0,0.0,1306.0,1179.0
0.0,Switzerland,4.0,Croatia,1940.0,0.0,0.0,975.0,1179.0
3.0,Sweden,3.0,Denmark,1940.0,3.2,2.2,1054.0,889.0
1.0,Denmark,1.0,Sweden,1940.0,2.6,1.6,889.0,1054.0
0.0,Uruguay,5.0,Argentina,1940.0,2.0,0.9,1254.0,976.0
0.0,Argentina,3.0,Uruguay,1940.0,1.8,1.6,976.0,1254.0
1.0,Croatia,0.0,Switzerland,1940.0,0.0,0.0,1179.0,975.0
1.0,Uruguay,1.0,Brazil,1940.0,2.5,1.0,1384.0,976.0
0.0,Denmark,1.0,Germany,1940.0,6.0,1.0,1533.0,1054.0
1.0,Brazil,5.0,Argentina,1940.0,1.5,0.0,1254.0,1384.0
3.0,Brazil,2.0,Argentina,1940.0,1.5,0.0,1254.0,1384.0
1.0,Brazil,6.0,Argentina,1940.0,1.5,0.0,1254.0,1384.0
3.0,Argentina,0.0,Brazil,1940.0,2.0,3.5,1384.0,1254.0
2.0,Argentina,2.0,Brazil,1940.0,2.0,3.5,1384.0,1254.0
2.0,Portugal,3.0,France,1940.0,0.0,0.0,1166.0,1306.0
4.0,Uruguay,3.0,Brazil,1940.0,2.5,1.0,1384.0,976.0
2.0,Switzerland,3.0,Spain,1941.0,0.0,0.0,1162.0,1179.0
1.0,Denmark,1.0,Germany,1941.0,4.333333333333333,0.6666666666666666,1533.0,1054.0
1.0,Sweden,2.0,Denmark,1941.0,3.1666666666666665,2.333333333333333,1054.0,889.0
2.0,Germany,4.0,Sweden,1941.0,1.5,0.5,889.0,1533.0
1.0,Croatia,5.0,Germany,1941.0,0.0,0.0,1533.0,975.0
0.0,Panama,7.0,Costa Rica,1941.0,0.0,0.0,858.0,575.0
1.0,Germany,2.0,Switzerland,1941.0,1.0,2.2,1179.0,1533.0
1.0,Portugal,5.0,Spain,1941.0,4.333333333333333,0.6666666666666666,1162.0,1306.0
2.0,Denmark,2.0,Sweden,1941.0,2.333333333333333,1.5,889.0,1054.0
2.0,Uruguay,0.0,Peru,1941.0,1.3333333333333333,2.0,1106.0,976.0
0.0,Uruguay,1.0,Argentina,1941.0,2.272727272727273,0.8181818181818182,1254.0,976.0
1.0,Peru,2.0,Argentina,1941.0,1.0,0.0,1254.0,1106.0
3.0,Argentina,0.0,Peru,1941.0,1.0,4.0,1106.0,1254.0
1.0,Argentina,1.0,Peru,1941.0,1.0,4.0,1106.0,1254.0
1.0,Argentina,1.0,Peru,1941.0,1.0,4.0,1106.0,1254.0
2.0,Spain,2.0,Portugal,1941.0,1.25,1.5,1306.0,1162.0
2.0,Switzerland,4.0,Germany,1941.0,2.0,1.2,1533.0,1179.0
1.0,Croatia,5.0,Germany,1942.0,5.0,1.0,1533.0,975.0
5.0,Germany,3.0,Switzerland,1942.0,1.1666666666666667,2.0,1179.0,1533.0
1.0,Denmark,2.0,Sweden,1942.0,2.2857142857142856,1.5714285714285714,889.0,1054.0
3.0,Sweden,2.0,Germany,1942.0,3.25,1.25,1533.0,889.0
1.0,Argentina,1.0,Uruguay,1942.0,1.9090909090909087,1.4545454545454546,976.0,1254.0
3.0,Sweden,0.0,Denmark,1942.0,3.0,2.142857142857143,1054.0,889.0
1.0,Uruguay,4.0,Argentina,1942.0,2.1666666666666665,0.75,1254.0,976.0
1.0,Spain,1.0,Germany,1942.0,1.0,2.0,1533.0,1162.0
0.0,Peru,3.0,Uruguay,1942.0,1.0,0.0,976.0,1106.0
2.0,Switzerland,0.0,France,1942.0,1.6666666666666667,1.6666666666666667,1166.0,1179.0
0.0,Argentina,1.0,Uruguay,1942.0,1.9090909090909087,1.4545454545454546,976.0,1254.0
2.0,Switzerland,1.0,Germany,1942.0,2.333333333333333,1.3333333333333333,1533.0,1179.0
1.0,Peru,3.0,Argentina,1942.0,1.5,0.5,1254.0,1106.0
0.0,Switzerland,3.0,Portugal,1942.0,2.0,4.0,1306.0,1179.0
1.0,Sweden,3.0,Switzerland,1942.0,2.0,1.0,1179.0,889.0
0.0,Brazil,1.0,Uruguay,1942.0,1.0,2.0,976.0,1384.0
0.0,France,4.0,Spain,1942.0,2.0,0.0,1162.0,1166.0
1.0,Brazil,2.0,Argentina,1942.0,3.2,1.0,1254.0,1384.0
1.0,Peru,2.0,Brazil,1942.0,3.0,2.0,1384.0,1106.0
3.0,Uruguay,3.0,Argentina,1943.0,2.3076923076923075,0.7692307692307693,1254.0,976.0
0.0,Croatia,1.0,Switzerland,1943.0,0.0,1.0,1179.0,975.0
1.0,Argentina,0.0,Uruguay,1943.0,1.7692307692307692,1.3076923076923077,976.0,1254.0
0.0,Switzerland,1.0,Sweden,1943.0,3.0,1.0,889.0,1179.0
2.0,Sweden,3.0,Denmark,1943.0,2.625,2.25,1054.0,889.0
1.0,Belgium,3.0,France,1944.0,2.8571428571428568,1.8571428571428568,1166.0,1346.0
1.0,Uruguay,6.0,Brazil,1944.0,2.25,1.75,1384.0,976.0
0.0,Uruguay,4.0,Brazil,1944.0,2.25,1.75,1384.0,976.0
1.0,Denmark,4.0,Sweden,1945.0,2.25,1.5,889.0,1054.0
0.0,Sweden,3.0,Switzerland,1945.0,2.5,1.0,1179.0,889.0
1.0,France,2.0,Belgium,1945.0,2.1666666666666665,2.0,1346.0,1166.0
4.0,Argentina,3.0,Brazil,1945.0,1.5,3.0,1384.0,1254.0
0.0,Uruguay,1.0,Argentina,1945.0,2.357142857142857,0.9285714285714286,1254.0,976.0
1.0,Argentina,3.0,Brazil,1945.0,1.5,3.0,1384.0,1254.0
1.0,Brazil,3.0,Argentina,1945.0,3.0,1.0,1254.0,1384.0
2.0,Uruguay,6.0,Argentina,1945.0,2.357142857142857,0.9285714285714286,1254.0,976.0
2.0,Spain,2.0,Portugal,1945.0,1.4,1.6,1306.0,1162.0
2.0,Argentina,6.0,Brazil,1945.0,1.5,3.0,1384.0,1254.0
2.0,Argentina,2.0,Uruguay,1945.0,1.6428571428571428,1.2857142857142858,976.0,1254.0
1.0,England,3.0,Switzerland,1945.0,1.0,2.5,1179.0,1040.0
1.0,Denmark,2.0,Sweden,1945.0,2.25,1.5,889.0,1054.0
2.0,France,2.0,England,1945.0,4.0,1.0,1040.0,1166.0
0.0,Portugal,1.0,Switzerland,1945.0,1.5,0.5,1179.0,1306.0
2.0,Portugal,4.0,Spain,1945.0,4.5,0.75,1162.0,1306.0
0.0,Uruguay,3.0,Brazil,1945.0,3.1666666666666665,1.3333333333333333,1384.0,976.0
1.0,Colombia,9.0,Argentina,1945.0,0.0,0.0,1254.0,989.0
7.0,Uruguay,0.0,Colombia,1945.0,0.0,0.0,989.0,976.0
0.0,France,1.0,Switzerland,1945.0,2.5,2.0,1179.0,1166.0
4.0,Sweden,3.0,Denmark,1945.0,2.6666666666666665,2.2222222222222223,1054.0,889.0
0.0,Colombia,3.0,Brazil,1945.0,0.0,0.0,1384.0,989.0
3.0,Denmark,0.0,Iceland,1946.0,0.0,0.0,930.0,1054.0
2.0,Switzerland,7.0,Sweden,1946.0,2.333333333333333,0.6666666666666666,889.0,1179.0
1.0,Sweden,3.0,Denmark,1946.0,2.7,2.4,1054.0,889.0
1.0,Switzerland,4.0,England,1946.0,0.0,0.0,1040.0,1179.0
3.0,Uruguay,4.0,Brazil,1946.0,3.1428571428571432,1.1428571428571428,1384.0,976.0
0.0,Panama,7.0,Costa Rica,1946.0,7.0,0.0,858.0,575.0
0.0,Brazil,2.0,Argentina,1946.0,3.0,1.0,1254.0,1384.0
1.0,Uruguay,3.0,Argentina,1946.0,2.5,0.9375,1254.0,976.0
0.0,Belgium,2.0,England,1946.0,0.0,0.0,1040.0,1346.0
3.0,Brazil,4.0,Uruguay,1946.0,1.0,1.0,976.0,1384.0
1.0,France,2.0,Portugal,1946.0,2.0,0.0,1306.0,1166.0
3.0,Denmark,3.0,Sweden,1946.0,2.4,1.4,889.0,1054.0
1.0,England,2.0,France,1946.0,3.5,3.0,1166.0,1040.0
2.0,Uruguay,3.0,Brazil,1947.0,3.25,1.375,1384.0,976.0
1.0,Uruguay,3.0,Argentina,1947.0,2.5294117647058822,0.9411764705882352,1254.0,976.0
1.0,Uruguay,0.0,Peru,1947.0,1.0,2.0,1106.0,976.0
5.0,Peru,1.0,Colombia,1947.0,2.0,4.0,989.0,1106.0
0.0,France,3.0,England,1947.0,3.0,1.5,1040.0,1166.0
2.0,Peru,3.0,Argentina,1947.0,2.0,0.6666666666666666,1254.0,1106.0
2.0,Uruguay,0.0,Colombia,1947.0,0.0,7.0,989.0,976.0
4.0,France,2.0,Portugal,1947.0,2.0,0.5,1306.0,1166.0
2.0,Sweden,4.0,England,1947.0,0.0,0.0,1040.0,889.0
0.0,Belgium,4.0,Switzerland,1947.0,1.3333333333333333,2.333333333333333,1179.0,1346.0
5.0,England,2.0,Belgium,1947.0,2.0,3.0,1346.0,1040.0
0.0,Colombia,6.0,Argentina,1947.0,9.0,1.0,1254.0,989.0
1.0,Denmark,6.0,Sweden,1947.0,2.4545454545454546,1.5454545454545454,889.0,1054.0
4.0,Poland,5.0,Sweden,1947.0,2.0,2.5,889.0,1118.0
0.0,Brazil,0.0,Uruguay,1947.0,2.0,1.6666666666666667,976.0,1384.0
0.0,Portugal,1.0,France,1947.0,3.0,2.0,1166.0,1306.0
1.0,Spain,4.0,Portugal,1947.0,1.5,1.6666666666666667,1306.0,1162.0
2.0,France,1.0,Switzerland,1947.0,2.0,1.3333333333333333,1179.0,1166.0
0.0,England,1.0,Switzerland,1947.0,1.6666666666666667,2.0,1179.0,1040.0
10.0,England,0.0,Portugal,1947.0,0.0,0.0,1306.0,1040.0
2.0,Belgium,4.0,France,1947.0,2.875,1.75,1166.0,1346.0
4.0,Sweden,1.0,Denmark,1947.0,2.727272727272727,2.272727272727273,1054.0,889.0
2.0,Switzerland,2.0,Portugal,1947.0,2.5,2.0,1306.0,1179.0
0.0,Switzerland,6.0,England,1948.0,4.0,1.0,1040.0,1179.0
3.0,Belgium,3.0,France,1948.0,3.0,1.7777777777777777,1166.0,1346.0
0.0,Denmark,1.0,Sweden,1948.0,2.75,1.5,889.0,1054.0
0.0,England,0.0,Denmark,1948.0,0.0,0.0,1054.0,1040.0
3.0,Spain,3.0,Switzerland,1948.0,0.0,2.0,1179.0,1162.0
2.0,France,4.0,Belgium,1948.0,2.142857142857143,1.8571428571428568,1346.0,1166.0
2.0,Brazil,4.0,Uruguay,1948.0,1.5,1.25,976.0,1384.0
0.0,Portugal,2.0,Spain,1948.0,4.4,1.0,1162.0,1306.0
1.0,Panama,3.0,Costa Rica,1948.0,7.0,0.0,858.0,575.0
0.0,Poland,8.0,Denmark,1948.0,3.0,1.5,1054.0,1118.0
1.0,Brazil,1.0,Uruguay,1948.0,1.5,1.25,976.0,1384.0
0.0,Switzerland,3.0,Belgium,1949.0,1.5,1.75,1346.0,1179.0
1.0,Iceland,5.0,Denmark,1949.0,0.0,0.0,1054.0,930.0
1.0,Belgium,1.0,Spain,1949.0,0.0,0.0,1162.0,1346.0
2.0,Denmark,1.0,Poland,1949.0,3.0,1.0,1118.0,1054.0
2.0,Sweden,3.0,Denmark,1949.0,2.583333333333333,2.4166666666666665,1054.0,889.0
5.0,Spain,1.0,France,1949.0,1.0,0.0,1166.0,1162.0
3.0,England,1.0,France,1949.0,3.0,2.333333333333333,1166.0,1040.0
1.0,England,3.0,Sweden,1949.0,0.0,4.0,889.0,1040.0
3.0,Uruguay,4.0,Peru,1949.0,0.8,1.8,1106.0,976.0
2.0,Switzerland,4.0,France,1949.0,1.25,1.75,1166.0,1179.0
2.0,Colombia,2.0,Uruguay,1949.0,0.0,0.0,976.0,989.0
1.0,Peru,7.0,Brazil,1949.0,2.5,1.5,1384.0,1106.0
0.0,Colombia,5.0,Brazil,1949.0,3.0,0.0,1384.0,989.0
4.0,Peru,0.0,Colombia,1949.0,1.5,4.5,989.0,1106.0
1.0,Spain,1.0,Portugal,1949.0,1.8571428571428568,1.5714285714285714,1306.0,1162.0
1.0,Uruguay,5.0,Brazil,1949.0,3.2222222222222223,1.4444444444444444,1384.0,976.0
0.0,England,1.0,Spain,1950.0,0.0,0.0,1162.0,1040.0
2.0,Sweden,3.0,Uruguay,1950.0,0.0,0.0,976.0,889.0
1.0,Spain,6.0,Brazil,1950.0,1.0,3.0,1384.0,1162.0
2.0,Spain,2.0,Uruguay,1950.0,0.0,0.0,976.0,1162.0
1.0,Spain,6.0,Brazil,1950.0,1.0,3.0,1384.0,1162.0
1.0,Mexico,2.0,Switzerland,1950.0,0.0,0.0,1179.0,1008.0
2.0,Switzerland,2.0,Brazil,1950.0,0.0,0.0,1384.0,1179.0
3.0,Belgium,3.0,France,1950.0,3.0,1.9,1166.0,1346.0
3.0,Uruguay,2.0,Sweden,1950.0,0.0,0.0,889.0,976.0
2.0,Uruguay,1.0,Brazil,1950.0,3.4,1.4,1384.0,976.0
3.0,Sweden,1.0,Spain,1950.0,0.0,0.0,1162.0,889.0
0.0,Denmark,4.0,Sweden,1950.0,2.6153846153846154,1.3846153846153846,889.0,1054.0
1.0,Spain,3.0,Sweden,1950.0,0.0,0.0,889.0,1162.0
2.0,Sweden,4.0,Switzerland,1950.0,2.6666666666666665,0.6666666666666666,1179.0,889.0
0.0,Switzerland,1.0,Germany,1950.0,2.142857142857143,1.4285714285714286,1533.0,1179.0
0.0,Mexico,4.0,Brazil,1950.0,0.0,0.0,1384.0,1008.0
